time,consumption_kw
2019-10-28 20:10:00,0.1201172
2019-10-28 21:10:00,0.13964844
2019-10-28 22:10:00,0.2001953
2019-10-28 23:10:00,0.23925782
2019-10-29 00:10:00,0.20019532
2019-10-29 01:10:00,0.12011718
2019-10-29 02:10:00,0.21972656
2019-10-29 03:10:00,0.23046876
2019-10-29 04:10:00,0.26953124
2019-10-29 05:10:00,0.16015626
2019-10-29 06:10:00,0.140625
2019-10-29 07:10:00,0.18945312
2019-10-29 08:10:00,0.23046874
2019-10-29 09:10:00,0.23925782
2019-10-29 10:10:00,0.140625
2019-10-29 11:10:00,0.16015624
2019-10-29 12:10:00,0.20947266
2019-10-29 13:10:00,0.34033204
2019-10-29 14:10:00,0.58984374
2019-10-29 15:10:00,1.14013672
2019-10-29 16:10:00,1.14990234
2019-10-29 17:10:00,0.65039064
2019-10-29 18:10:00,0.64941406
2019-10-29 19:10:00,0.58007812
2019-10-29 20:10:00,0.53027344
2019-10-29 21:10:00,0.62011718
2019-10-29 22:10:00,0.66015626
2019-10-29 23:10:00,0.65917968
2019-10-30 00:10:00,0.93017578
2019-10-30 01:10:00,1.08007812
2019-10-30 02:10:00,0.80029298
2019-10-30 03:10:00,0.6196289
2019-10-30 04:10:00,0.55029298
2019-10-30 05:10:00,0.47949218
2019-10-30 06:10:00,0.55029296
2019-10-30 07:10:00,0.59033204
2019-10-30 08:10:00,0.58007812
2019-10-30 09:10:00,0.45996094
2019-10-30 10:10:00,0.5
2019-10-30 11:10:00,0.58007812
2019-10-30 12:10:00,0.58007814
2019-10-30 13:10:00,0.609375
2019-10-30 14:10:00,0.47070312
2019-10-30 15:10:00,0.63964844
2019-10-30 16:10:00,0.5595703
2019-10-30 17:10:00,0.58007814
2019-10-30 18:10:00,0.85009764
2019-10-30 19:10:00,1.41992188
2019-10-30 20:10:00,1.26025392
2019-10-30 21:10:00,1.2001953
2019-10-30 22:10:00,1.19970704
2019-10-30 23:10:00,1.04003906
2019-10-31 00:10:00,0.64013672
2019-10-31 01:10:00,0.60009766
2019-10-31 02:10:00,0.53955078
2019-10-31 03:10:00,0.5
2019-10-31 04:10:00,0.61035156
2019-10-31 05:10:00,0.59960938
2019-10-31 06:10:00,0.62011718
2019-10-31 07:10:00,0.48046874
2019-10-31 08:10:00,0.52978516
2019-10-31 09:10:00,0.52327474
2019-10-31 10:10:00,0.65641276
2019-10-31 11:10:00,0.54003906
2019-10-31 12:10:00,0.54003906
2019-10-31 13:10:00,0.55029298
2019-10-31 14:10:00,0.60986328
2019-10-31 15:10:00,0.7397461
2019-10-31 16:10:00,0.66015624
2019-10-31 17:10:00,0.68017578
